Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET SE,7D,701,28
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET SE,7D,701,54
Stop & Frisk,1/21/2017,2017,Person,Asian,Male,Not Hispanic Or Latino,1000 BLOCK OF 14TH STREET NW,1D,101,44
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,24
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 14TH PLACE NE,1D,108,Juvenile
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF PENNSYLVANIA AVENUE SE,6D,603,25
Stop & Frisk,1/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF PENNSYLVANIA AVENUE SE,6D,603,Unknown
Stop & Frisk,1/22/2017,2017,Person,White,Male,Unknown,1200 BLOCK OF WISCONSIN AVENUE NW,2D,206,40
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF V STREET NW,3D,301,21
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF F STREET NW,1D,101,21
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF ELVANS ROAD SE,7D,703,24
Stop & Frisk,1/22/2017,2017,,,,,4200 BLOCK OF JENIFER STREET NW,2D,202,
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF PENNSYLVANIA AVENUE SE,6D,607,20
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,43
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Unknown,3600 BLOCK OF GEORGIA AVENUE NW,4D,409,45
Stop & Frisk,1/22/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,36
Stop & Frisk,1/22/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF 7TH STREET NW,1D,102,34
Stop & Frisk,1/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,18
Stop & Frisk,1/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,32
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF H STREET NW,1D,101,Juvenile
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,703,Juvenile
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Unknown,4200 BLOCK OF 14TH STREET NW,4D,404,26
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF RIDGE ROAD SE,6D,603,47
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF ALABAMA AVENUE SE,7D,704,29
Stop & Frisk,1/24/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF ALABAMA AVENUE SE,7D,704,46
Stop & Frisk,1/24/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF K STREET NW,2D,208,Juvenile
Stop & Frisk,1/24/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF K STREET NW,2D,208,Juvenile
Stop & Frisk,1/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,UNIT BLOCK OF KENNEDY STREET NW,4D,406,23
Stop & Frisk,1/25/2017,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,602,36
Stop & Frisk,1/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF I STREET NE,5D,507,24
Stop & Frisk,1/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,200 BLOCK OF 50TH STREET SE,6D,602,Juvenile
Stop & Frisk,1/25/2017,2017,Person,Black,Female,Not Hispanic Or Latino,200 BLOCK OF 50TH STREET SE,6D,602,Juvenile
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 35TH STREET NE,6D,607,24
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Unknown,4900 BLOCK OF B STREET SE,6D,603,27
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF MONTANA AVENUE NE,5D,505,29
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF MORTON STREET NW,3D,302,22
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF ALABAMA AVENUE SE,6D,605,47
Stop & Frisk,1/26/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,1/26/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,22
Stop & Frisk,1/26/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,1/26/2017,2017,Person,White,Female,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Unknown
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF F STREET NE,1D,102,29
Stop & Frisk,1/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF I STREET NE,5D,507,Unknown
Stop & Frisk,1/27/2017,2017,Person,Black,Female,Unknown,600 BLOCK OF MORTON STREET NW,3D,302,64
Stop & Frisk,1/27/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF FAIRMONT STREET NW,3D,304,Juvenile
Stop & Frisk,1/27/2017,2017,Person,Black,Female,Unknown,1400 BLOCK OF FAIRMONT STREET NW,3D,304,Juvenile
Stop & Frisk,1/27/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF BELLEVUE STREET SE,7D,706,26
Stop & Frisk,1/27/2017,2017,Person,Black,Female,Unknown,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,18
Stop & Frisk,1/27/2017,2017,Person,Black,Male,Unknown,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,21
Stop & Frisk,1/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,7600 BLOCK OF GEORGIA AVENUE NW,4D,401,24
Stop & Frisk,1/27/2017,2017,Person,Black,Male,Unknown,5900 BLOCK OF 9TH STREET NW,4D,402,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 13TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 13TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF 17TH STREET NE,5D,507,18
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF 17TH STREET NE,5D,507,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF TRACY PLACE NW,2D,208,19
Stop & Frisk,1/28/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208,33
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF NEWARK STREET NW,2D,205,21
Stop & Frisk,1/28/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF SPRING ROAD NW,4D,409,30
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,400 BLOCK OF L STREET NW,1D,102,26
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF 4TH STREET SE,7D,705,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF DELAFIELD PLACE NW,4D,407,29
Stop & Frisk,1/28/2017,2017,,,,,1500 BLOCK OF L STREET NW,2D,207,
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1900 BLOCK OF 12TH STREET NW,3D,305,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1900 BLOCK OF 12TH STREET NW,3D,305,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF IRVING STREET NW,3D,302,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1000 BLOCK OF 5TH STREET SE,1D,106,39
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,1000 BLOCK OF 5TH STREET SE,1D,106,57
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 5TH STREET SE,1D,106,58
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,3200 BLOCK OF O STREET NW,6D,605,37
Stop & Frisk,1/28/2017,2017,Person,White,Male,Unknown,3200 BLOCK OF O STREET NW,6D,605,46
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,Juvenile
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Unknown,5000 BLOCK OF BENNING ROAD SE,6D,604,31
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF WISCONSIN AVENUE NW,2D,208,21
Stop & Frisk,1/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF MINNESOTA AVENUE NE,6D,603,26
Stop & Frisk,1/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6600 BLOCK OF GEORGIA AVENUE NW,4D,401,47
Stop & Frisk,1/29/2017,2017,Person,Unknown,Female,Unknown,5100 BLOCK OF QUEEN'S STROLL PLACE SE,6D,604,18
Stop & Frisk,1/29/2017,2017,Person,Native Hawaiian Or Other Pacific Islander,Male,Unknown,5100 BLOCK OF QUEEN'S STROLL PLACE SE,6D,604,Unknown
Stop & Frisk,1/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF 14TH STREET NW,3D,304,Juvenile
Stop & Frisk,1/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF BENNING ROAD SE,6D,604,21
Stop & Frisk,1/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF BENNING ROAD SE,6D,604,30
Stop & Frisk,1/30/2017,2017,Person,Unknown,Male,Hispanic Or Latino,3300 BLOCK OF SHERMAN AVENUE NW,3D,302,21
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,50
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Unknown,3400 BLOCK OF GEORGIA AVENUE NW,3D,302,57
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF MARYLAND AVENUE NE,1D,104,26
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF 4TH STREET NE,1D,107,25
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MISSOURI AVENUE NW,4D,402,21
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF A STREET SE,1D,108,32
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BOWEN ROAD SE,7D,703,21
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BOWEN ROAD SE,7D,703,22
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF CONDON TERRACE SE,7D,706,36
Stop & Frisk,1/31/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF CONDON TERRACE SE,7D,706,43
Stop & Frisk,1/31/2017,2017,Person,White,Male,Unknown,700 BLOCK OF 6TH STREET NW,1D,102,Unknown
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,41
Stop & Frisk,2/1/2017,2017,Person,White,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,37
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,37
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF 24TH STREET SE,7D,702,41
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Unknown,1800 BLOCK OF FRANKLIN STREET NE,5D,504,44
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF H STREET SE,6D,604,28
Stop & Frisk,2/1/2017,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Female,Not Hispanic Or Latino,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Female,Unknown,4100 BLOCK OF MINNESOTA AVENUE NE,6D,602,Unknown
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Hispanic Or Latino,1400 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF PARK PLACE SE,6D,606,20
Stop & Frisk,2/2/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF PARK ROAD NW,3D,302,Juvenile
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 15TH STREET NW,2D,207,53
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 4TH STREET SE,7D,706,24
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,57
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,28
Stop & Frisk,2/2/2017,2017,,,,,3200 BLOCK OF 4TH STREET SE,7D,705,
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF 14TH STREET NW,4D,404,33
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF NORTH CAPITOL STREET NE,5D,502,23
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,18
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,22
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,23
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 15TH STREET NE,5D,505,23
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF DELAFIELD PLACE NW,4D,407,21
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF DELAFIELD PLACE NW,4D,407,Juvenile
Stop & Frisk,2/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF GOOD HOPE ROAD SE,7D,702,23
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5900 BLOCK OF 17TH STREET NW,4D,403,38
Stop & Frisk,2/3/2017,2017,Person,Black,Female,Not Hispanic Or Latino,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,18
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,21
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF JENIFER STREET NW,2D,202,35
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF PEABODY STREET NW,4D,402,19
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF A STREET SE,6D,603,25
Stop & Frisk,2/3/2017,2017,Person,White,Male,Unknown,800 BLOCK OF 18TH STREET NW,1D,105,40
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF R STREET NW,3D,308,22
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF R STREET NW,3D,308,31
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,106,Juvenile
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,21
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF 1ST STREET NW,1D,105,20
Stop & Frisk,2/3/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF BENNING ROAD NE,5D,507,51
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF QUINCY STREET NW,4D,404,18
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Unknown,1800 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,45
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Unknown,3000 BLOCK OF NAYLOR ROAD SE,7D,701,38
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 14TH STREET NE,5D,505,46
Stop & Frisk,2/4/2017,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF HAMILTON STREET NW,4D,407,23
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF HAMILTON STREET NW,4D,407,29
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Unknown,400 BLOCK OF HAMILTON STREET NW,4D,407,30
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF BLADENSBURG ROAD NE,5D,506,51
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,32
Stop & Frisk,2/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103,54
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,18
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,Unknown
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5600 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,608,43
Stop & Frisk,2/5/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF 13TH STREET NW,3D,305,47
Stop & Frisk,2/5/2017,2017,Person,White,Male,Not Hispanic Or Latino,4600 BLOCK OF SOUTH CAPITOL STREET SW,7D,706,35
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF 9TH STREET NW,3D,307,27
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,26
Stop & Frisk,2/5/2017,2017,Person,White,Male,Hispanic Or Latino,5800 BLOCK OF 9TH STREET NW,4D,402,39
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF CHESAPEAKE STREET SE,7D,706,25
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,200 BLOCK OF FLORIDA AVENUE NE,5D,501,42
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,18
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,19
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,20
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,Juvenile
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,Juvenile
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF ALABAMA AVENUE SE,7D,705,Unknown
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,2800 BLOCK OF 27TH STREET NW,2D,204,20
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF DELAFIELD PLACE NW,4D,407,18
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF DELAFIELD PLACE NW,4D,407,19
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,2200 BLOCK OF 18TH STREET NW,3D,303,56
Stop & Frisk,2/5/2017,2017,Person,Black,Male,Unknown,2200 BLOCK OF 18TH STREET NW,3D,303,59
Stop & Frisk,2/5/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF PROVIDENCE STREET NE,5D,506,18
Stop & Frisk,2/5/2017,2017,Person,Black,Female,Unknown,1800 BLOCK OF PROVIDENCE STREET NE,5D,506,Juvenile
Stop & Frisk,2/5/2017,2017,Person,Black,Female,Unknown,1800 BLOCK OF PROVIDENCE STREET NE,5D,506,Juvenile
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Unknown,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,18
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF MELLON STREET SE,7D,707,Juvenile
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,22
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF D STREET SE,6D,604,52
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,24
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF BLADENSBURG ROAD NE,5D,507,40
Stop & Frisk,2/6/2017,2017,Person,Black,Female,Unknown,1700 BLOCK OF STANTON TERRACE SE,7D,707,36
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF STANTON TERRACE SE,7D,707,Juvenile
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Unknown,5700 BLOCK OF 4TH STREET NW,4D,402,20
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,Unknown
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF FRANKLIN STREET NE,5D,502,18
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF FRANKLIN STREET NE,5D,502,Juvenile
Stop & Frisk,2/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF FRANKLIN STREET NE,5D,502,Juvenile
Stop & Frisk,2/7/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF MICHIGAN AVENUE NE,4D,405,19
Stop & Frisk,2/7/2017,2017,Person,White,Male,Hispanic Or Latino,1400 BLOCK OF MICHIGAN AVENUE NE,4D,405,23
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF ORREN STREET NE,5D,506,69
Stop & Frisk,2/7/2017,2017,Person,Unknown,Male,Not Hispanic Or Latino,1300 BLOCK OF ORREN STREET NE,5D,506,Unknown
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF NAYLOR ROAD SE,7D,702,21
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,51
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF RIDGE ROAD SE,6D,603,32
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 27TH STREET SE,6D,607,69
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF MINNESOTA AVENUE NE,6D,602,21
Stop & Frisk,2/7/2017,2017,Person,Black,Male,Unknown,200 BLOCK OF SAVANNAH STREET SE,7D,707,28
