Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,6/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF 22ND STREET NW,2D,208,29
Stop & Frisk,6/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 7TH STREET NW,1D,102,55
Stop & Frisk,6/28/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF NEWTON STREET NE,5D,504,30
Stop & Frisk,6/29/2017,2017,Person,White,Male,Hispanic Or Latino,1200 BLOCK OF S STREET NW,3D,305,28
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF WILMINGTON PLACE SE,7D,707,24
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Unknown,5000 BLOCK OF JUST STREET NE,6D,608,25
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF W STREET NW,3D,301,32
Stop & Frisk,6/29/2017,2017,,,,,3800 BLOCK OF GEORGIA AVENUE NW,4D,407,
Stop & Frisk,6/29/2017,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF 15TH STREET NW,2D,207,35
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,40
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF RHODE ISLAND AVENUE NE,5D,504,39
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF 2ND STREET SE,7D,707,18
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF OGDEN STREET NW,4D,409,26
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF MORTON STREET NW,3D,302,19
Stop & Frisk,6/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF PARK ROAD NW,3D,302,59
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF D STREET SW,1D,105,Juvenile
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF 50TH STREET SE,6D,608,30
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF ANACOSTIA ROAD SE,6D,603,47
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5100 BLOCK OF E STREET SE,6D,604,Juvenile
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF 1ST STREET NW,4D,406,22
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF BLAINE STREET NE,6D,603,23
Stop & Frisk,6/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VALLEY PLACE SE,7D,701,24
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF 40TH STREET NE,6D,604,32
Stop & Frisk,7/1/2017,2017,Person,White,Male,Not Hispanic Or Latino,3000 BLOCK OF P STREET NW,2D,206,30
Stop & Frisk,7/1/2017,2017,Person,Unknown,Female,Unknown,3000 BLOCK OF P STREET NW,2D,206,45
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3900 BLOCK OF WHEELER ROAD SE,7D,706,42
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF P STREET SW,1D,105,25
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF P STREET SW,1D,105,25
Stop & Frisk,7/1/2017,2017,Person,Black,Female,Not Hispanic Or Latino,UNIT BLOCK OF P STREET SW,1D,105,26
Stop & Frisk,7/1/2017,2017,Person,Asian,Male,Not Hispanic Or Latino,1100 BLOCK OF CONNECTICUT AVENUE NW,2D,207,23
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF 14TH STREET NE,5D,505,59
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Unknown,5000 BLOCK OF ARKANSAS AVENUE NW,4D,404,22
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF ARKANSAS AVENUE NW,4D,404,22
Stop & Frisk,7/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF KENNEDY STREET NW,4D,403,32
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF N STREET SW,1D,105,Juvenile
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF D STREET SE,1D,108,18
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF MONTANA AVENUE NE,5D,505,42
Stop & Frisk,7/2/2017,2017,Person,Asian,Male,Not Hispanic Or Latino,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208,21
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF U STREET NW,3D,305,23
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF U STREET NW,3D,305,24
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF 7TH STREET NW,1D,102,71
Stop & Frisk,7/2/2017,2017,Person,White,Female,Unknown,800 BLOCK OF 7TH STREET NW,1D,102,Unknown
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF 7TH STREET NW,1D,102,22
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 1ST STREET SW,1D,105,18
Stop & Frisk,7/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF C STREET NE,1D,108,30
Stop & Frisk,7/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF 12TH PLACE SE,7D,704,26
Stop & Frisk,7/3/2017,2017,Person,Black,Female,Unknown,4600 BLOCK OF BENNING ROAD SE,6D,604,35
Stop & Frisk,7/3/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF BENNING ROAD NE,1D,104,35
Stop & Frisk,7/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF QUARLES STREET NE,6D,602,36
Stop & Frisk,7/3/2017,2017,Person,Black,Male,Unknown,4900 BLOCK OF QUARLES STREET NE,6D,602,36
Stop & Frisk,7/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 3RD STREET NW,3D,306,Juvenile
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF STEVENS ROAD SE,7D,703,48
Stop & Frisk,7/4/2017,2017,Person,White,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,29
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,36
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NE,1D,104,19
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NE,1D,104,20
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NE,1D,104,Juvenile
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF NORTH CAPITOL STREET NW,1D,103,38
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF O STREET SW,1D,105,20
Stop & Frisk,7/4/2017,2017,Person,Black,Unknown,Unknown,400 BLOCK OF O STREET SW,1D,105,21
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF O STREET SW,1D,105,22
Stop & Frisk,7/4/2017,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF O STREET SW,1D,105,22
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF SAVANNAH STREET SE,7D,704,29
Stop & Frisk,7/4/2017,2017,Person,Black,Male,Unknown,6200 BLOCK OF BANKS PLACE NE,6D,602,Unknown
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,25
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,Juvenile
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF NORTH CAROLINA AVENUE SE,1D,107,27
Stop & Frisk,7/5/2017,2017,Person,Black,Female,Unknown,3000 BLOCK OF 14TH STREET NW,3D,302,19
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF 14TH STREET NW,3D,302,Juvenile
Stop & Frisk,7/5/2017,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF 60TH STREET NE,6D,608,50
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 49TH STREET NE,6D,602,28
Stop & Frisk,7/5/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1000 BLOCK OF 6TH STREET NE,1D,104,21
Stop & Frisk,7/5/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1000 BLOCK OF 6TH STREET NE,1D,104,22
Stop & Frisk,7/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF 6TH STREET NE,1D,104,25
Stop & Frisk,7/5/2017,2017,,,,,1400 BLOCK OF S STREET NW,3D,304,
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Unknown,200 BLOCK OF ORANGE STREET SE,7D,707,25
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF HIGH STREET SE,7D,705,27
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF BLADENSBURG ROAD NE,5D,506,19
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF BLADENSBURG ROAD NE,5D,506,Juvenile
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Unknown,1800 BLOCK OF INDEPENDENCE AVENUE SE,1D,108,35
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NE,5D,502,27
Stop & Frisk,7/6/2017,2017,Person,Unknown,Male,Not Hispanic Or Latino,13TH STREET NW,4D,402,24
Stop & Frisk,7/6/2017,2017,Person,Unknown,Male,Unknown,2000 BLOCK OF 10TH STREET NW,3D,305,Juvenile
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4800 BLOCK OF EAST CAPITOL STREET NE,6D,608,27
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 7TH STREET NW,3D,308,20
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 7TH STREET NW,3D,308,21
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF D STREET NE,5D,507,Juvenile
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF D STREET NE,5D,507,Juvenile
Stop & Frisk,7/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF D STREET NE,5D,507,Juvenile
Stop & Frisk,7/7/2017,2017,Person,Unknown,Male,Unknown,200 BLOCK OF CONCORD PLACE NE,4D,406,35
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6600 BLOCK OF BARNABY STREET NW,2D,201,23
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6600 BLOCK OF BARNABY STREET NW,2D,201,23
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEAL STREET NE,5D,506,30
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEAL STREET NE,5D,506,48
Stop & Frisk,7/7/2017,2017,Person,Black,Female,Not Hispanic Or Latino,800 BLOCK OF WEST VIRGINIA AVENUE NE,1D,104,30
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF WEST VIRGINIA AVENUE NE,1D,104,35
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF GALES STREET NE,5D,507,23
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF GALES STREET NE,5D,507,23
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,1900 BLOCK OF GALES STREET NE,5D,507,Unknown
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,3500 BLOCK OF GEORGIA AVENUE NW,4D,409,Juvenile
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF QUEBEC PLACE NW,4D,409,23
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF QUEBEC PLACE NW,4D,409,25
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF QUEBEC PLACE NW,4D,409,26
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF QUEBEC PLACE NW,4D,409,27
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF 21ST STREET NE,5D,507,Unknown
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 9TH STREET NW,3D,301,Juvenile
Stop & Frisk,7/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 9TH STREET NW,3D,301,Juvenile
Stop & Frisk,7/8/2017,2017,Person,White,Female,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,21
Stop & Frisk,7/8/2017,2017,Person,White,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,30
Stop & Frisk,7/8/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,22
Stop & Frisk,7/8/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,29
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Unknown,5700 BLOCK OF SOUTHERN AVENUE SE,6D,604,44
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF QUINCY STREET NW,4D,404,21
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF QUINCY STREET NW,4D,404,Juvenile
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Unknown,JEFFERSON DRIVE SW,1D,101,45
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF LAMONT STREET NW,3D,302,20
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF LAMONT STREET NW,3D,302,22
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Unknown,1900 BLOCK OF I STREET NW,2D,207,47
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF K STREET NW,2D,206,35
Stop & Frisk,7/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF H STREET NE,1D,103,56
Stop & Frisk,7/8/2017,2017,Person,Black,Female,Unknown,1100 BLOCK OF H STREET NE,1D,103,59
Stop & Frisk,7/8/2017,2017,Person,White,Male,Hispanic Or Latino,3200 BLOCK OF 14TH STREET NW,3D,302,31
Stop & Frisk,7/8/2017,2017,Person,White,Male,Hispanic Or Latino,3200 BLOCK OF 14TH STREET NW,3D,302,37
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,208,21
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Unknown,2600 BLOCK OF MILITARY ROAD NW,2D,201,18
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF MILITARY ROAD NW,2D,201,Juvenile
Stop & Frisk,7/9/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,201,29
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Unknown,4000 BLOCK OF 1ST STREET SW,7D,708,30
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF HOWARD ROAD SE,7D,703,Juvenile
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF 15TH PLACE SE,7D,704,Juvenile
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF M STREET SW,1D,105,18
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF M STREET SW,1D,105,18
Stop & Frisk,7/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF M STREET SW,1D,105,Juvenile
Stop & Frisk,7/10/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF NEW HAMPSHIRE AVENUE NW,2D,208,21
Stop & Frisk,7/10/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF NEW HAMPSHIRE AVENUE NW,2D,208,29
Stop & Frisk,7/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF BRUCE PLACE SE,7D,702,20
Stop & Frisk,7/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF D STREET NE,5D,507,32
Stop & Frisk,7/10/2017,2017,Person,Asian,Male,Not Hispanic Or Latino,600 BLOCK OF H STREET NW,1D,102,Unknown
Stop & Frisk,7/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 33RD STREET NW,2D,206,28
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Unknown,1600 BLOCK OF NORTH CAPITOL STREET NE,5D,502,48
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Unknown,3700 BLOCK OF NEWARK STREET NW,2D,204,52
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF SHERIDAN STREET NW,4D,402,24
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF K STREET NW,1D,103,27
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,32
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Unknown,1800 BLOCK OF 13TH STREET NW,3D,305,18
Stop & Frisk,7/11/2017,2017,,,,,4500 BLOCK OF MACARTHUR BOULEVARD NW,2D,205,
Stop & Frisk,7/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF CONGRESS PLACE SE,7D,704,18
Stop & Frisk,7/11/2017,2017,Person,Unknown,Male,Unknown,4600 BLOCK OF SOUTH CAPITOL STREET SW,7D,708,19
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF EAST CAPITOL STREET SE,6D,603,26
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Unknown,400 BLOCK OF L'ENFANT PLAZA SW,1D,105,35
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF MOUNT PLEASANT STREET NW,4D,408,34
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF KENNEDY STREET NW,4D,403,22
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF KENNEDY STREET NW,4D,403,Juvenile
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,35
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,42
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,47
Stop & Frisk,7/12/2017,2017,Person,White,Male,Hispanic Or Latino,3100 BLOCK OF 13TH STREET NW,3D,302,24
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF RHODE ISLAND AVENUE NW,2D,208,51
Stop & Frisk,7/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,25
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF 45TH STREET NE,6D,601,22
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF POMEROY ROAD SE,7D,703,19
Stop & Frisk,7/13/2017,2017,Person,Black,Female,Unknown,800 BLOCK OF H STREET NE,1D,104,31
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF H STREET NE,1D,104,54
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF DUMBARTON STREET NW,2D,206,20
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF DUMBARTON STREET NW,2D,206,21
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 14TH STREET NW,3D,301,25
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Unknown,2300 BLOCK OF 16TH STREET SE,7D,701,Unknown
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6100 BLOCK OF NEW HAMPSHIRE AVENUE NE,4D,406,40
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF MONTANA AVENUE NE,5D,505,49
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF E STREET SE,1D,106,19
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF E STREET SE,1D,106,Juvenile
Stop & Frisk,7/13/2017,2017,Person,Black,Female,Unknown,600 BLOCK OF E STREET SE,1D,106,Juvenile
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF E STREET SE,1D,106,Juvenile
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF E STREET SE,1D,106,Juvenile
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF E STREET SE,1D,106,Juvenile
Stop & Frisk,7/13/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,Unknown
Stop & Frisk,7/13/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,1D,104,34
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF FAIRMONT ST NW,3D,304,Juvenile
Stop & Frisk,7/14/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,208,32
Stop & Frisk,7/14/2017,2017,Person,Asian,Female,Not Hispanic Or Latino,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,208,33
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONNECTICUT AVENUE NW,2D,208,37
Stop & Frisk,7/14/2017,2017,,,,,4500 BLOCK OF SOUTH CAPITOL STREET SE,7D,708,
Stop & Frisk,7/14/2017,2017,Person,White,Male,Not Hispanic Or Latino,600 BLOCK OF 3RD STREET NE,1D,104,23
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Unknown,3200 BLOCK OF 13TH STREET SE,7D,705,Juvenile
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF 21ST STREET NE,5D,507,25
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Unknown,3300 BLOCK OF GEORGIA AVENUE NW,3D,302,38
Stop & Frisk,7/14/2017,2017,Person,White,Female,Hispanic Or Latino,1400 BLOCK OF MONROE STREET NW,3D,302,70
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103,20
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST TERRACE NW,1D,103,30
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF 15TH STREET NW,3D,304,Juvenile
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF H STREET SE,6D,604,41
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,Juvenile
Stop & Frisk,7/14/2017,2017,,,,,600 BLOCK OF S STREET NW,3D,308,
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5800 BLOCK OF FOOTE STREET NE,6D,608,18
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,Juvenile
Stop & Frisk,7/14/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2800 BLOCK OF HARTFORD STREET SE,7D,702,31
Stop & Frisk,7/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF HARTFORD STREET SE,7D,702,33
Stop & Frisk,7/14/2017,2017,Person,Black,Female,Unknown,2300 BLOCK OF 15TH STREET NE,5D,505,38
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF H STREET NW,1D,102,25
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,29
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,29
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,33
Stop & Frisk,7/15/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,33
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF NEW YORK AVENUE NW,1D,101,41
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF ALABAMA AVENUE SE,7D,705,Unknown
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 1ST STREET SW,1D,105,40
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF 1ST STREET SW,1D,105,42
Stop & Frisk,7/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF L STREET NW,1D,103,18
